PP,Blok,Condition,timestamp,avgDepth(avg),leftShoulderAngle(avg),rightShoulderAngle(avg),leanAngle(avg),HipCenter_Spine-Spine_ShoulderCenter(avg),Spine_ShoulderCenter-ShoulderCenter_Head(avg),Spine_ShoulderCenter-ShoulderCenter_ShoulderLeft(avg),Spine_ShoulderCenter-ShoulderCenter_ShoulderRight(avg),ShoulderCenter_ShoulderLeft-ShoulderLeft_ElbowLeft(avg),ShoulderLeft_ElbowLeft-ElbowLeft_WristLeft(avg),ElbowLeft_WristLeft-WristLeft_HandLeft(avg),ShoulderCenter_ShoulderRight-ShoulderRight_ElbowRight(avg),ShoulderRight_ElbowRight-ElbowRight_WristRight(avg),ElbowRight_WristRight-WristRight_HandRight(avg),HipCenter_Spine-PlaneZXAxisX(avg),HipCenter_Spine-PlaneXYAxisY(avg),HipCenter_Spine-PlaneYZAxisZ(avg),Spine_ShoulderCenter-PlaneZXAxisX(avg),Spine_ShoulderCenter-PlaneXYAxisY(avg),Spine_ShoulderCenter-PlaneYZAxisZ(avg),ShoulderCenter_Head-PlaneZXAxisX(avg),ShoulderCenter_Head-PlaneXYAxisY(avg),ShoulderCenter_Head-PlaneYZAxisZ(avg),ShoulderCenter_ShoulderLeft-PlaneZXAxisX(avg),ShoulderCenter_ShoulderLeft-PlaneXYAxisY(avg),ShoulderCenter_ShoulderLeft-PlaneYZAxisZ(avg),ShoulderCenter_ShoulderRight-PlaneZXAxisX(avg),ShoulderCenter_ShoulderRight-PlaneXYAxisY(avg),ShoulderCenter_ShoulderRight-PlaneYZAxisZ(avg),ShoulderLeft_ElbowLeft-PlaneZXAxisX(avg),ShoulderLeft_ElbowLeft-PlaneXYAxisY(avg),ShoulderLeft_ElbowLeft-PlaneYZAxisZ(avg),ElbowLeft_WristLeft-PlaneZXAxisX(avg),ElbowLeft_WristLeft-PlaneXYAxisY(avg),ElbowLeft_WristLeft-PlaneYZAxisZ(avg),WristLeft_HandLeft-PlaneZXAxisX(avg),WristLeft_HandLeft-PlaneXYAxisY(avg),WristLeft_HandLeft-PlaneYZAxisZ(avg),ShoulderRight_ElbowRight-PlaneZXAxisX(avg),ShoulderRight_ElbowRight-PlaneXYAxisY(avg),ShoulderRight_ElbowRight-PlaneYZAxisZ(avg),ElbowRight_WristRight-PlaneZXAxisX(avg),ElbowRight_WristRight-PlaneXYAxisY(avg),ElbowRight_WristRight-PlaneYZAxisZ(avg),WristRight_HandRight-PlaneZXAxisX(avg),WristRight_HandRight-PlaneXYAxisY(avg),WristRight_HandRight-KinectZAxis(avg),avgDepth(stdv),leftShoulderAngle(stdv),rightShoulderAngle(stdv),leanAngle(stdv),HipCenter_Spine-Spine_ShoulderCenter(stdv),Spine_ShoulderCenter-ShoulderCenter_Head(stdv),Spine_ShoulderCenter-ShoulderCenter_ShoulderLeft(stdv),Spine_ShoulderCenter-ShoulderCenter_ShoulderRight(stdv),ShoulderCenter_ShoulderLeft-ShoulderLeft_ElbowLeft(stdv),ShoulderLeft_ElbowLeft-ElbowLeft_WristLeft(stdv),ElbowLeft_WristLeft-WristLeft_HandLeft(stdv),ShoulderCenter_ShoulderRight-ShoulderRight_ElbowRight(stdv),ShoulderRight_ElbowRight-ElbowRight_WristRight(stdv),ElbowRight_WristRight-WristRight_HandRight(stdv),HipCenter_Spine-PlaneZXAxisX(stdv),HipCenter_Spine-PlaneXYAxisY(stdv),HipCenter_Spine-PlaneYZAxisZ(stdv),Spine_ShoulderCenter-PlaneZXAxisX(stdv),Spine_ShoulderCenter-PlaneXYAxisY(stdv),Spine_ShoulderCenter-PlaneYZAxisZ(stdv),ShoulderCenter_Head-PlaneZXAxisX(stdv),ShoulderCenter_Head-PlaneXYAxisY(stdv),ShoulderCenter_Head-PlaneYZAxisZ(stdv),ShoulderCenter_ShoulderLeft-PlaneZXAxisX(stdv),ShoulderCenter_ShoulderLeft-PlaneXYAxisY(stdv),ShoulderCenter_ShoulderLeft-PlaneYZAxisZ(stdv),ShoulderCenter_ShoulderRight-PlaneZXAxisX(stdv),ShoulderCenter_ShoulderRight-PlaneXYAxisY(stdv),ShoulderCenter_ShoulderRight-PlaneYZAxisZ(stdv),ShoulderLeft_ElbowLeft-PlaneZXAxisX(stdv),ShoulderLeft_ElbowLeft-PlaneXYAxisY(stdv),ShoulderLeft_ElbowLeft-PlaneYZAxisZ(stdv),ElbowLeft_WristLeft-PlaneZXAxisX(stdv),ElbowLeft_WristLeft-PlaneXYAxisY(stdv),ElbowLeft_WristLeft-PlaneYZAxisZ(stdv),WristLeft_HandLeft-PlaneZXAxisX(stdv),WristLeft_HandLeft-PlaneXYAxisY(stdv),WristLeft_HandLeft-PlaneYZAxisZ(stdv),ShoulderRight_ElbowRight-PlaneZXAxisX(stdv),ShoulderRight_ElbowRight-PlaneXYAxisY(stdv),ShoulderRight_ElbowRight-PlaneYZAxisZ(stdv),ElbowRight_WristRight-PlaneZXAxisX(stdv),ElbowRight_WristRight-PlaneXYAxisY(stdv),ElbowRight_WristRight-PlaneYZAxisZ(stdv),WristRight_HandRight-PlaneZXAxisX(stdv),WristRight_HandRight-PlaneXYAxisY(stdv),WristRight_HandRight-KinectZAxis(stdv),Added
PP1,1,N,20120818T133000000,2107.8930865306,-111.6159112946,108.2264169531,92.6046367746,153.4148014054,148.8999296776,71.0795377312,70.1072370669,134.5904013888,112.2603050409,150.0688888237,122.0108990737,95.9714229042,151.2200820027,115.8378820623,-10.8145711766,67.1074116364,-120.3808753593,-2.0368424067,92.6046367746,-64.3985903304,15.0160175788,119.6569261986,-171.0333237399,-111.6159112946,-111.7348423135,21.0896026022,108.2264169531,-40.4641202223,-129.4923192024,-155.5813171698,-118.6473010142,-51.1543018138,119.661159271,-155.4839272387,-36.7575636599,81.3944083053,152.7959623261,6.6336082288,163.0963344902,-87.0201206814,-62.4952063782,74.3672727894,-134.0747838945,-68.8591377137,70.3711364083,-17.2148361745,27.2876128789,1.700876166,2.2943755556,1.0754361212,10.0104030776,3.3245674521,3.2856415935,2.4355327893,3.4106670342,4.1672045837,7.2368607012,7.644586763,18.2551476257,35.5260552518,11.2111253671,4.192654102,9.4854962006,31.3303632302,2.1097486749,1.0754361212,5.5421502309,2.6094688328,4.4570244434,1.83550406,1.700876166,4.9346036472,1.7694079536,2.2943755556,5.5251945883,6.0155526889,4.2896432944,1.1071207781,3.2648608383,4.4157621128,2.2277784892,10.9762297094,18.7168146165,67.1593971714,36.1629534696,21.5737597372,13.6586260261,25.3346586692,91.0676803324,99.4347036026,31.4473423779,79.1646435609,161.9427795045,
PP1,1,N,20120818T133100000,2111.1718960417,-112.4807791217,108.8641316559,92.5243081491,153.3373149484,143.5372683893,72.5825817486,67.3210136814,131.8991592488,114.3767137214,156.2734768952,115.5689961464,98.7726171466,171.1358500122,119.6649182986,-13.0678286968,66.7634368108,-144.6554361095,-4.2132770167,92.5243081491,-66.4650070039,16.2016893935,124.2700057162,-168.2992930735,-112.4807791217,-116.6656739453,19.2522093533,108.8641316559,-44.0801766781,-122.8873872907,-160.7391901055,-118.2737320427,-53.4796146786,116.0504635636,-160.3356362579,-45.1259757038,83.0187109558,154.3818397724,-28.4741540416,168.3954856697,-98.0058278401,-86.461342827,52.8308366238,-67.2905068659,-83.733531153,51.0303481475,43.1853620913,21.6682693138,1.7136433566,3.2884738866,0.9562587535,8.247088284,3.5804541424,1.9256008967,3.7068633744,2.2119517517,4.2597288088,6.8109630196,5.2921310066,8.8282765152,13.3233760366,8.1800882451,2.6960723583,7.7977434126,22.7643224738,2.1188901093,0.9562587535,6.2410945011,3.2600564179,4.5762550141,0.9788761355,1.7136433566,3.3939601522,1.2165542819,3.2884738866,6.7000482928,3.620108256,2.965242098,1.1358548893,3.7777878738,7.0512409838,3.9527388047,7.452270007,11.0816096668,71.9667452904,19.4271588627,2.2414665912,7.301303252,12.8816221418,107.0110939999,162.033178238,23.0780602899,76.8305188891,166.5567202207,
PP1,1,N,20120818T133200000,2110.6537543099,-108.1750781392,105.8142616727,92.218427045,171.2944079288,148.5805942148,78.3939091216,69.145973797,129.856144017,115.8584670285,155.5841499961,121.2162172341,98.3150357586,153.994039373,27.8658879621,-9.6099000753,84.5519073865,-149.9805751718,-5.8722968892,92.218427045,-60.3541336477,15.6233579934,116.3964669367,-168.1458619763,-108.1750781392,-122.8013005592,22.997186014,105.8142616727,-33.7965376886,-125.2339305196,-158.974635528,-118.5112848499,-55.7773499913,119.5475847058,-159.0229917891,-46.4236977438,82.9910528656,163.1600064442,20.8177616802,162.8798977106,-83.7573372701,-51.6438512449,82.7368702018,-125.9802333895,-54.5186838239,66.67616207,23.4508419306,24.1090455778,2.3878188777,2.0602441141,0.9637637491,10.8959476791,2.0472953647,4.1815704791,1.9298604991,2.1095067767,3.4636376072,4.9654301798,5.1605041119,18.1833479888,31.3990257949,158.7525003895,2.3880038922,10.898406906,44.6173335441,2.0280522077,0.9637637491,3.8764059032,1.2909793733,3.4368056023,0.6096885855,2.3878188777,3.3585961459,2.1421332472,2.0602441141,5.3806905665,2.6548816347,1.9332539727,1.2444800957,2.2779464791,5.3169482182,2.6785857265,1.1245310803,4.08887351,58.03687145,31.1530324104,21.9043625355,10.214398014,26.5440640932,61.9819399235,107.3638604668,43.0201435883,60.3604279108,161.1424269824,
PP1,1,N,20120818T133300000,2109.8105541865,-110.162563475,106.0155242801,92.640767342,152.8079571181,148.0516971195,74.4174510379,70.6808987334,129.7098432454,117.8640387208,147.35923596,120.920786085,97.690507197,162.468556545,123.7089863362,-13.3985912555,66.6943967638,-133.2985667686,-3.7058064089,92.640767342,-61.9035531876,16.2780477714,118.9435011455,-168.1589443991,-110.162563475,-120.3363491896,21.7082360682,106.0155242801,-35.8368926403,-123.6933908494,-161.2128359104,-117.012281028,-56.1074613418,121.9998235925,-157.3232465551,-38.4197971998,79.6402775821,162.6309234768,15.9797034168,164.2761258849,-85.9017788076,-62.1952140535,59.5876275649,-151.5811269314,-65.3087443409,58.5337387179,6.5863759602,24.7139533167,3.6303205077,2.9890134663,1.1550626647,11.7375848274,2.2861542396,5.6794432012,2.0671555691,2.7668136423,2.7050272848,4.1996994873,3.9287348706,13.2007827255,24.9370009364,18.8733974477,3.8338902453,11.400630122,42.1868192121,2.4617228973,1.1550626647,4.054823097,1.7188802641,3.9020567949,NaN,3.6303205077,5.3553210444,2.2746702529,2.9890134663,7.937985176,2.5286158499,1.2982180489,0.5897187128,2.2004372537,4.2374554212,1.7671895166,5.0003421854,3.3689228695,37.3120517179,28.4333709125,4.0327077392,8.8571762698,22.8694041799,106.0966411781,72.2178849373,28.4258920292,82.6634900588,167.7966493074,
PP1,1,N,20120818T133400000,2110.3136182337,-105.7719557062,102.8673168788,92.5377221937,168.306304003,146.83313538,82.4350078052,70.278891785,127.4009413465,115.6921639898,145.7049901162,117.6257481687,95.0135661326,167.6445933488,137.4281746144,-12.5947763801,81.8325918065,-150.877086532,-7.5182139993,92.5377221937,-60.384625831,16.2662021418,117.3174311541,-167.9514776167,-105.7719557062,-127.4893969238,23.4506207441,102.8673168788,-27.7442368908,-125.4206451725,-159.5971094167,-117.5712439265,-54.6742054764,119.9132094517,-157.8605933132,-35.161585974,77.899708979,162.9699080105,32.725830437,166.3730116502,-81.2278443111,-54.7393713272,94.234412668,-149.5195083184,-54.9248347505,93.9457514141,-77.1892869218,26.3318334911,2.6774192596,2.0380973598,1.0213023596,8.9242391159,2.7605505493,4.4499637276,1.8201919664,2.4882941521,1.9626509907,2.9356428471,3.0964941758,9.5594486997,19.6670027114,71.8139710063,2.9701301002,8.6213725386,50.5551397496,2.0979752806,1.0213023596,3.7127469005,1.7682595482,3.5988958861,0.594704745,2.6774192596,5.6853204679,1.2156435883,2.0380973598,4.4363872072,2.2561059835,1.5226554376,0.3485874279,1.3854326495,2.7724581424,1.0269406126,2.0183474717,2.0942230028,3.4509992016,12.0024089973,2.268500876,4.3047101328,8.4470761479,30.1467763813,85.790622109,15.6491278611,31.737189493,150.8239703952,
PP1,1,N,20120818T133500000,2108.2259562455,-113.5171858907,109.3155335113,92.937088736,141.1256026018,144.719930329,69.8547453992,68.7546014204,132.5179240938,117.12391966,151.3895512357,119.0037392607,95.8493457365,172.4704167069,114.0599976827,-16.5457815071,55.3924506631,-117.6780083903,-2.1431733964,92.937088736,-66.5353231922,16.3745147091,124.3893743859,-166.518644884,-113.5171858907,-119.0118069405,19.7284663891,109.3155335113,-44.0794513235,-121.3696705771,-161.8132353822,-118.2818001778,-54.6144979449,118.9524740899,-158.7580200499,-42.0906685033,79.3417048526,166.7137605409,-6.3377727898,164.7517315091,-94.6332391714,-89.7490926526,5.0151787358,-70.5223764924,-90.7673954911,-0.3011636818,19.4126100921,25.6937956444,1.7787542987,3.2548435449,0.9857019058,7.3813916053,2.2141378657,3.4330434264,3.0439759146,2.2597088962,3.7202678133,4.2729865305,6.6054193043,13.9827095731,7.4972851286,7.6158347014,3.2085431457,6.8640975637,31.4806131786,2.1294391456,0.9857019058,5.616142109,3.5100222026,3.103628746,0.7510070076,1.7787542987,3.8899140246,1.0049238367,3.2548435449,5.0300557962,3.081614994,1.8971829751,1.1662604981,3.0305167292,6.126337701,2.8896431216,2.8747252095,3.3945627604,21.8832548167,31.7391532161,21.4974564029,10.1764905481,9.0314437365,123.1405697659,159.5393413046,10.540758989,94.0885324062,173.1395312535,
PP1,1,N,20120818T133600000,2108.1098349323,-114.4360884525,109.8018782721,93.2488054333,135.8262869903,146.1371549762,68.233623233,68.8444445048,132.4280051731,118.0068781606,151.4624825138,117.9083159518,105.1744492713,173.6337109013,111.3307064242,-17.7582814725,50.3858323133,-111.2861867747,-1.4476146539,93.2488054333,-63.3783439205,17.9062514705,122.9531765541,-167.4298850043,-114.4360884525,-116.1635855727,19.6893515957,109.8018782721,-45.1879611465,-120.262626582,-162.3115216626,-118.6628720848,-55.0895796466,119.3367279419,-158.8173828745,-42.5181751546,79.4819659816,165.6660824696,-23.997328924,165.8314309856,-99.2123198641,-89.7381882626,-61.1658190039,-162.1233148014,-88.0839112252,-3.6151570943,-95.4364316416,28.8512191623,0.7821943703,1.2040636994,0.7818360467,4.7742944665,2.4290303795,1.9033834295,1.5830548718,1.520425876,3.4550026762,4.0529029194,2.7427218212,10.9107783256,4.1420196845,4.4099028809,2.6606175823,4.5801487823,19.1655480393,1.4390541662,0.7818360467,2.924731065,1.365769973,3.0439533874,NaN,0.7821943703,1.3776081386,1.1527216321,1.2040636994,2.9338328591,2.2771710735,1.1790073241,1.2048180222,3.4386359498,5.9587764842,2.548252293,3.6427684633,4.091098892,30.633961261,28.8363362311,3.6679853574,8.7582265166,6.7161245514,132.411480285,60.8374497466,8.5251741968,126.9009410111,147.3669821163,
PP1,1,N,20120818T133700000,2112.0932647006,-114.4760832451,109.7309815763,93.0955916708,136.7433191554,146.4709839851,68.2725385991,68.8203070241,132.8775881811,118.24043165,151.4604174636,115.6335471857,101.1919009546,171.9387436702,111.7615194177,-17.543297038,51.1357022106,-110.4437073635,-1.5954253072,93.0955916708,-61.8480052034,18.3596244348,121.9732320286,-167.6801750761,-114.4760832451,-115.7643946048,19.7121036712,109.7309815763,-44.9698148323,-121.3681925545,-161.7917075406,-118.3538432039,-55.6543313665,120.5452893844,-158.2313764719,-42.6315849174,80.520224426,164.029635041,-22.0401071112,167.9510049821,-94.5055607539,-84.6166123787,57.9034653578,-162.8878852028,-85.8373620089,43.1817523082,-102.224037213,22.8824830857,1.9341498976,1.9071468109,0.9577384027,6.0216958049,2.1582939437,3.2182395479,2.0635171094,2.0159128724,3.2112296308,3.9434661666,4.2134995831,8.1856857416,9.7085496844,5.6878292819,2.879534538,5.7882552747,30.1196352266,1.7005284151,0.9577384027,3.3671284723,1.4242857423,3.0178750697,NaN,1.9341498976,2.6505036083,0.9934877518,1.9071468109,4.1537732101,2.1917817866,1.0836488992,1.1278548403,3.2823453794,5.6366009457,2.2644687709,3.8043228441,4.2009680945,42.9856739918,20.7901499949,29.401732691,6.8414111345,11.9593691143,135.5045281858,60.6302342031,15.8274712227,117.2366544762,141.4276022655,
PP1,1,N,20120818T133800000,2108.5722302296,-112.4424812407,107.306864867,92.9768551323,145.354500443,146.2570118562,71.9933001744,69.5061788034,129.8434582109,118.2698642497,151.0110968831,116.1301119989,109.0169530281,160.1187866226,117.9157871175,-16.0073701713,59.5671268908,-125.4208097643,-3.3863450472,92.9768551323,-65.7621220138,15.627419195,122.1012262788,-167.6148173618,-112.4424812407,-118.5175418847,20.056397266,107.306864867,-40.1740716198,-119.5537074129,-163.336822443,-117.7898295929,-54.3904250319,119.6580633036,-157.9178144233,-41.6957829516,79.8049220374,167.0426390663,-27.641883131,164.6461258669,-100.01089095,-76.3158237285,57.6931592909,-120.6476350596,-69.6577633152,27.9288836876,24.228981776,26.4887445018,3.5398600538,3.4121646441,1.2219885316,11.9728576832,2.9857227262,6.05973477,2.5521341314,3.5247856997,3.5089217506,3.8084171558,5.2131562418,12.1463634604,34.2513857897,24.5606274738,3.8568726369,11.7572582215,42.588263576,2.9996734828,1.2219885316,6.422209396,4.0039509366,3.5401739029,0.892062989,3.5398600538,5.8328364365,1.3687999638,3.4121646441,7.0031282761,4.223412959,2.438451643,1.3178482097,2.5052632448,4.2717715852,1.8636964822,3.8284666899,3.7137901388,22.545933632,28.1890240724,5.5280895459,12.0094504439,16.4832687592,109.9891867841,123.2679899403,48.8072524928,92.1152826998,165.8995372696,
PP1,1,N,20120818T133900000,2112.0869228579,-112.9197985091,107.9785271976,93.1394783507,138.9464684745,148.2328393675,70.7516141086,69.6296739598,130.0634737167,118.9044624419,149.8230176395,113.9390825024,108.9526635058,167.5176273627,114.2518381986,-17.8859206756,53.3664790413,-120.1776248071,-2.5123209869,93.1394783507,-64.5704802945,15.7185617471,120.5820479023,-167.1962925493,-112.9197985091,-118.9370057098,20.1393115064,107.9785271976,-41.105666657,-118.9513736978,-163.7345422011,-117.8005473706,-54.6072985967,120.172597855,-157.7037288963,-40.1893478673,79.8150237275,165.0916433425,-35.7708409329,165.47127953,-99.2015120055,-77.9024255846,87.9974216197,-155.5874245652,-74.5956840084,66.9624309481,-15.0652143324,23.5764620543,3.7575593851,3.7515795706,1.1052762923,7.5913242654,3.1228446126,5.8025944458,2.4548723572,3.3323568983,3.0375186998,4.2348600545,6.2699263879,11.5918771364,18.6455569697,7.6815504633,2.9255835383,7.1805241385,31.3485854622,2.405424114,1.1052762923,3.5205435518,2.7985811718,3.8036454092,NaN,3.7575593851,6.3821983623,0.814094726,3.7515795706,7.8439351074,1.8904406872,0.9971130656,1.0532764177,2.7238163717,5.1292239695,2.3634218511,4.6603658104,3.43021291,30.7988056819,27.8325230411,29.794436382,10.9192856332,14.1956730401,93.6834033959,71.4965263036,28.3308737404,64.2533619454,171.8966911036,
PP1,1,N,20120818T134000000,2115.5406097455,-111.7836530005,107.7603138931,93.1628221293,139.5102678221,148.3929855602,70.7555099876,70.8489568272,127.7062245844,120.5179323576,149.8352863454,111.3476113881,114.5096262984,160.6438123434,112.5914372086,-16.3891080569,54.0593082511,-92.3459241851,-1.4133778018,93.1628221293,-65.6848474297,15.2348685386,121.1634167381,-167.555415131,-111.7836530005,-120.2027253202,19.8489165567,107.7603138931,-40.9823392697,-117.1372748457,-165.1612297903,-117.3303972947,-55.7274409288,121.6135536694,-157.4392955906,-41.4976715071,80.0198586572,164.1595977541,-43.1807260368,156.655560752,-104.4810116675,-77.9086791997,70.0150188479,-171.8413560998,-73.5408204604,61.7731929926,20.9045211702,26.3474158976,4.7730366251,4.469293113,1.241076861,13.1045065956,2.4143386982,7.9744467631,2.0857319824,3.5083234848,3.2994236692,4.1244830645,8.9300491471,13.7737445375,18.9632720293,29.9123319274,3.4575927789,12.7629874492,53.5375583058,3.4808072216,1.241076861,3.4463690107,2.2582203571,3.7053486576,NaN,4.7730366251,9.7025956175,0.912872201,4.469293113,9.5923916628,2.978832132,1.4350695849,1.1978491491,3.1876376778,5.8959567292,2.4507116782,3.602938756,3.8407785161,38.2518656065,31.8565399841,59.7278199098,14.6729858338,14.7262695984,111.4565858884,6.8339059262,25.6608891659,67.6282203111,168.3392484113,
PP1,1,N,20120818T134100000,2118.94530595,-112.1009262644,107.4720691466,93.0946345091,134.6449066649,151.4771943114,68.9501468359,72.6364735802,127.7318832376,121.3929804259,149.8349930824,117.645022451,108.1341525444,172.4706895149,110.4173191476,-17.0323510948,49.294197344,-77.6865718355,0.1085077241,93.0946345091,-64.4717058141,14.549973379,118.6287879619,-167.6921832137,-112.1009262644,-119.0120075954,20.8853036275,107.4720691466,-39.2161144855,-116.3852196553,-165.3482172544,-117.8050490779,-56.4527330725,122.1978238447,-157.5309510037,-41.6780268483,80.3654269768,169.022669785,-20.335115872,163.829531127,-95.7020247963,-64.2935059349,100.6115265727,-172.3746519064,-63.3721371744,77.4691120728,-81.5734873254,25.4371123572,4.0745276372,3.3739650302,1.3724258852,8.9535748062,2.1031081218,7.0194372251,1.6457136697,3.2984397278,3.4216322592,3.1631515148,5.4907657205,6.576654679,8.0321574258,8.6829474555,3.9922160133,8.5517831013,46.4213302963,3.1704737817,1.3724258852,3.5888931333,1.7857199193,2.5737107991,NaN,4.0745276372,6.3414488961,0.9978800234,3.3739650302,6.7316161287,2.2952569839,0.9964948204,1.2286293498,3.1640981006,5.5122258181,2.0418604733,3.010218811,2.9403858344,4.0101319321,18.9969623198,22.4407783761,5.8124516597,16.4010277806,57.9481307414,3.6834135693,18.0013228106,58.6154248991,152.1574813725,
PP1,1,N,20120818T134200000,2116.419206897,-111.5506865505,107.0898261004,93.3181609795,137.8117281567,150.1465046644,70.3010345331,72.0984339004,127.4477760774,121.6068453386,149.7361463253,114.5685405926,109.4746619882,159.7722269356,112.7743410405,-16.2153954108,52.5498654272,-93.0850270423,-0.7322665648,93.3181609795,-65.5795216205,14.6104920825,119.9330672362,-168.090263354,-111.5506865505,-118.822942652,20.4022501153,107.0898261004,-39.2401459748,-116.9925544699,-164.9409297594,-117.8702518365,-56.7804855033,122.882035972,-157.2409680164,-41.9383721633,80.665889048,169.4733296616,-29.0134060462,166.7494801806,-99.1406251277,-65.7678407194,81.8260105375,-147.9941249597,-61.4768805864,59.1043915469,46.9004304923,24.4685010122,3.6077865611,3.4993987017,1.2730392872,11.2830072826,2.7510242227,6.582442341,2.4943575831,2.4799770861,3.5111027667,4.2855524809,6.8416965221,10.6966495522,25.4794937573,11.8770911982,3.2751132048,10.8244396339,39.3087020214,3.1990804743,1.2730392872,3.7738347902,2.3649557905,3.0415065707,0.2174909074,3.6077865611,6.7278192712,1.3272855905,3.4993987017,7.2899055874,2.6564268977,0.9956912525,0.9503265439,3.0508290227,5.6732240329,2.3554409679,2.8924647681,2.5009421323,3.3309920266,30.8854652521,5.322320224,10.8129845418,20.3072949101,80.1565597521,86.8486872617,42.8671382412,54.8717898177,159.7974882048,
PP1,1,N,20120818T134300000,2116.4677639355,-112.7157422307,107.5089558806,93.1978629018,136.794252536,151.9562724901,69.1765554747,71.7496959691,128.5031268557,122.4074072359,151.5828314066,115.9746074072,112.5819406742,164.1558818101,109.7597531171,-15.8424716297,51.296858367,-100.9306140201,-0.7516066093,93.1978629018,-65.1569862281,13.7423806278,118.0483102681,-167.8718403423,-112.7157422307,-117.4273340031,20.662706964,107.5089558806,-39.8267487082,-116.942882506,-165.0233699915,-117.7542129068,-58.4837738641,124.0519033543,-157.6132622175,-44.0708036716,82.9500697314,159.3768856847,-31.5192876702,165.4306650434,-99.4913844134,-64.6576029996,95.5985731319,-169.8996277518,-61.697617138,78.2066004915,-5.9960333593,25.4059931786,2.2756361091,2.3231474627,0.9710296855,5.4957268751,2.6585813524,3.6694273402,1.7516959835,2.1645184281,3.0747106872,4.5083453943,5.4891274841,5.2811344663,16.9517634667,5.6532430372,3.5264087013,5.1405573328,25.6037153305,1.6768332452,0.9710296855,4.6853464004,2.0902200006,3.1532680485,NaN,2.2756361091,3.8667609119,1.4171041637,2.3231474627,4.9084974613,2.6199694378,1.2777691497,0.8836179148,2.7264241922,5.2233118361,2.0171020609,2.7997625636,3.6687843404,65.9511176106,24.2071940805,4.5570935011,7.722088117,16.9558178045,62.5074472239,23.1303801371,21.9064443548,52.5695876904,168.7048609285,
PP1,1,N,20120818T134400000,2115.0031968629,-109.1491630041,104.1554366137,92.508820707,148.530643731,147.501206622,76.153241545,71.8391133373,128.1140652036,119.43019716,156.2734577246,115.7070166721,113.9985084837,162.8498044127,120.5221822827,-16.167461755,62.3523155258,-142.9169740335,-4.3655396198,92.508820707,-66.7894861043,13.7620217527,120.2636503803,-166.8687078405,-109.1491630041,-124.0212585333,21.5073699022,104.1554366137,-32.5925509755,-119.6878571299,-162.3719097487,-119.0643865942,-56.895566968,120.6561252561,-159.0154733643,-46.2930563803,85.2318598098,134.0989637575,-21.2255934279,162.8700011406,-97.8131916857,-54.2237297218,100.1400325292,-170.5325851725,-48.552484276,78.0905127665,-17.7484805783,23.6210844727,1.9431579727,1.9649380904,1.1905620397,10.2808640371,2.8102388482,4.4781010076,1.9392911742,2.3497138203,4.0981027859,5.4572402621,4.4113937042,6.8788166887,24.9149473529,11.378693035,4.6611779336,9.9419152841,30.7595871085,2.7665632744,1.1905620397,5.8981266962,2.9321175563,4.1557839182,0.4961785864,1.9431579727,2.8591669213,1.251754107,1.9649380904,4.5893226933,3.3133447364,2.20860893,0.71625308,2.6888437685,6.0078534212,2.863302894,1.4406558753,4.2039782705,111.9272971539,17.335362337,3.0893860969,8.1513285829,10.6895932718,36.8349245163,5.0101889618,30.2619197216,37.8642768227,165.4754013602,
PP1,1,N,20120818T134500000,2112.4123105553,-112.3186475494,108.5090707567,93.268106227,134.3364351017,149.9708450153,68.8148056654,71.4941646741,128.804754467,120.079995889,150.3849509915,115.8657584339,112.5567035765,156.6404786979,108.7017946284,-16.1792543768,48.9922385762,-82.5671435881,0.0501812152,93.268106227,-63.7023712927,15.7026922219,120.0086417944,-167.7937659106,-112.3186475494,-118.0118916185,19.9831095844,108.5090707567,-42.5398302594,-116.8046529486,-164.0613026885,-119.3523442167,-55.4209445648,119.8857270641,-158.5867966914,-42.2740546143,78.6471638356,167.3810865161,-31.3060187213,166.2573647171,-100.5432858063,-63.7224950761,85.940821024,-172.2706034557,-62.7526254893,56.5374871046,77.6836162659,29.1632943596,2.3050705667,2.4639080076,1.3152136691,6.6434381137,2.9650313517,4.2012267706,1.7266255444,2.1772192579,3.6613334051,3.1758893971,5.6002744801,5.9392047698,21.2654143891,6.1534533898,4.0240728063,6.447671094,37.8852846819,2.1472904626,1.3152136691,6.4494657049,2.869355908,3.7015373161,0.3567818374,2.3050705667,3.8107438043,1.7248647357,2.4639080076,5.2703092018,2.7534144961,2.2780770888,1.6088444991,3.0741819003,5.5142618365,2.2036776195,2.6021747128,4.7667820133,5.5929125047,26.0931086235,3.1670046245,10.2724094033,17.6131567593,79.0822910297,3.6618781984,29.209822267,53.1297819734,145.4835998208,
